1;114A
2;496
3;SE10
4;128
5;13
6;652
7;15_3
8;C15
9;B500
10;135
11;228
12;112
13;256
14;201
15;421
16;4
17;91
18;99
19;621
20;385
21;14
22;C11
23;18_8
