5;1
7;1
4;1
5;2
7;2
1;2
8;2
5;3
7;3
7;4
1;4
10;4
5;4
7;5
1;5
5;5
7;6
1;6
5;6
5;7
11;7
1;7
1;8
8;8
5;9
7;9
1;9
10;9
5;10
7;10
1;10
5;10
10;10
5;11
7;11
1;11
10;11
5;12
7;12
1;12
10;12
5;13
7;13
1;13
5;14
7;14
1;14
6;15
3;15
10;15
7;16
13;16
7;17
1;17
8;17
5;18
7;18
1;18
6;19
9;19
2;19
10;19
7;20
1;20
5;20
7;21
1;21
12;21
5;21
7;22
1;22
13;22
5;22
7;23
12;23
