1;HABIL;4:00 AM;23:00 pm
2;HABIL;3:00 AM;23:00 PM
3;HABIL;4:00 AM;22:30 PM
4;HABIL;3:30 AM;22:30 PM
5;SABADO;4:00 AM;23:00PM
6;SABADO;3:15 AM;23:00 PM
7;FESTIVOS;5:00 AM;22:00 PM
8;FESTIVOS;7:00 AM;13:15 PM
9;FESTIVOS;4:30 AM;22:00 PM
10;FESTIVOS;6:15 AM;13:00 PM
11;FESTIVOS;5:00 AM;23:00 PM
12;FESTIVOS;6:45 AM;13:45 PM
13;FESTIVOS;7:00 AM;13:45 PM
